"ID","AcceptedTaxonID","Genus","SubGenusName","Species","AuthorString","InfraSpecies","InfraSpecificMarker","InfraSpecificAuthorString","GSDNameStatus","Sp2000NameStatus","GSDNameGUI"
3134,1919,"Ptyelus","","mirabilis","(Blanchard, 1840)","",,"","new combination, valid: No","Unambiguous Synonym",
3133,1919,"Cercopis","","mirabilis","Blanchard, 1840","",,"","original combination, valid: No","Unambiguous Synonym",
930,2932,"Tomaspis","","costaricensis","(Distant, 1879)","",,"","new combination, valid: No","Unambiguous Synonym",
931,2932,"Sphenorhina","","costaricensis","Distant, 1879","",,"","original combination, valid: No","Unambiguous Synonym",
932,2932,"Tomaspis","","quatuordecimnotata","Fowler, 1897","",,"","original combination, valid: No","Unambiguous Synonym",
4885,2933,"Aphrophora","","major","Uhler, 1896","",,"","original combination, valid: No","Unambiguous Synonym",
4886,2933,"Aphrophora","","alpina","Melichar, 1900","",,"","original combination, valid: No","Unambiguous Synonym",
3926,1010,"Tricephora","","sexguttata","Melichar, 1915","",,"","original combination, valid: No","Unambiguous Synonym",
1678,1010,"Dauphina","","sexguttata","(Melichar, 1915)","",,"","new combination, valid: No","Unambiguous Synonym",
1660,1002,"Sphenorhina","","humeralis","Fallou, 1890","",,"","original combination, valid: No","Unambiguous Synonym",
4897,2941,"Chalepus","","aconophoroides","Walker, 1858","",,"","original combination, valid: No","Unambiguous Synonym",
4899,2942,"Chalepus","","hastatus","Walker, 1851","",,"","original combination, valid: No","Unambiguous Synonym",
4902,2943,"Fulgora","","parva","Donovan, 1805","",,"","original combination, valid: No","Unambiguous Synonym",
4905,2943,"Chalepus","","teliferus","Walker, 1851","",,"","original combination, valid: No","Unambiguous Synonym",
4887,2959,"Aphrophora","","pectoralis","Matsumura, 1903","",,"","original combination, valid: No","Unambiguous Synonym",
4896,2585,"Philagra","","albonotata","Uhler, 1896","",,"","original combination, valid: No","Unambiguous Synonym",
4906,2943,"Chalepus","","pugionatus","Stål, 1854","",,"","original combination, valid: No","Unambiguous Synonym",
4908,2944,"Ptyelus","","mutans","Walker, 1851","",,"","original combination, valid: No","Unambiguous Synonym",
4910,2945,"Aphrophora","","koreana","Matsumura, 1940","",,"","original combination, valid: No","Unambiguous Synonym",
4912,2946,"Aphrophora","","taiwana","Kato, 1933","",,"","original combination, valid: No","Unambiguous Synonym",
4914,2947,"Aphrophora","","flavomaculata","Matsumura, 1904","",,"","original combination, valid: No","Unambiguous Synonym",
