"AcceptedTaxonID","DistributionElement","StandardInUse","DistributionStatus"
86,"AGEBA,AGECH,AGECN,AGECO,AGEDF,AGEER,AGEFO,AGELP,AGEMI,AGSCB,AGSNE,AGSRN,AGSSC,AGESF,AGSTF,AGWCA,AGWJU,AGWLR,AGWME,AGWSA,AGWSE,AGWSJ,AGWSL,AGWTU","TDWG Level 4 code","native"
86,"BZECE","TDWG Level 4 code","native"
86,"AFGOO","TDWG Level 4 code","native"
86,"WHMUT","TDWG Level 4 code","native"
86,"INDPU","TDWG Level 4 code","native"
86,"BZEPE","TDWG Level 4 code","native"
86,"GEOOO","TDWG Level 4 code","native"
86,"LOUOO","TDWG Level 4 code","native"
86,"MLYPM","TDWG Level 4 code","native"
86,"BZSPR","TDWG Level 4 code","native"
86,"BZLSP","TDWG Level 4 code","native"
86,"INDWB","TDWG Level 4 code","native"
86,"EHMSI","TDWG Level 4 code","native"
86,"INDBI","TDWG Level 4 code","native"
86,"84","TDWG Level 4 code","native"
86,"VENOO","TDWG Level 4 code","native"
86,"MAUOO","TDWG Level 4 code","native"
87,"BORKA,JAWOO,LSIBA,LSILS,MOLOO,NWGIJ,SULOO,SUMOO","TDWG Level 4 code","native"
87,"BORSB","TDWG Level 4 code","native"
87,"BOR","TDWG Level 4 code","native"
87,"MLYSI","TDWG Level 4 code","native"
87,"PHIOO","TDWG Level 4 code","native"
88,"PHIOO","TDWG Level 4 code","native"
88,"BORSR","TDWG Level 4 code","native"
89,"VIEOO","TDWG Level 4 code","native"
89,"TAIOO","TDWG Level 4 code","native"
90,"CRLPA","TDWG Level 4 code","native"
90,"TAIOO","TDWG Level 4 code","native"
90,"CRL","TDWG Level 4 code","native"
91,"FIJOO","TDWG Level 4 code","native"
92,"VANOO","TDWG Level 4 code","native"
92,"PHIOO","TDWG Level 4 code","native"
92,"MOLOO","TDWG Level 4 code","native"
93,"TAIOO","TDWG Level 4 code","native"
94,"LSILS","TDWG Level 4 code","native"
94,"BORKA,JAWOO,LSIBA,LSILS,MOLOO,NWGIJ,SULOO,SUMOO","TDWG Level 4 code","native"
95,"FIJOO","TDWG Level 4 code","native"
96,"NWG","TDWG Level 4 code","native"
96,"NWGIJ","TDWG Level 4 code","native"
104,"HAWHI","TDWG Level 4 code","native"
105,"HAWHI","TDWG Level 4 code","native"
105,"HAW","TDWG Level 4 code","native"
106,"HAWHI","TDWG Level 4 code","native"
106,"HAW","TDWG Level 4 code","native"
107,"HAWHI","TDWG Level 4 code","native"
107,"HAW","TDWG Level 4 code","native"
108,"HAWHI","TDWG Level 4 code","native"
109,"HAWHI","TDWG Level 4 code","native"
110,"HAWHI","TDWG Level 4 code","native"
111,"HAWHI","TDWG Level 4 code","native"
112,"HAWHI","TDWG Level 4 code","native"
113,"HAWHI","TDWG Level 4 code","native"
114,"PHIOO","TDWG Level 4 code","native"
114,"MLY","TDWG Level 4 code","native"
115,"PHIOO","TDWG Level 4 code","native"
115,"BORSR","TDWG Level 4 code","native"
115,"THAOO","TDWG Level 4 code","native"
116,"NWGPN","TDWG Level 4 code","native"
117,"PHIOO","TDWG Level 4 code","native"
118,"TAIOO","TDWG Level 4 code","native"
118,"NNSOO","TDWG Level 4 code","native"
118,"NEPOO","TDWG Level 4 code","native"
118,"JAP","TDWG Level 4 code","native"
118,"CHSHK","TDWG Level 4 code","native"
185,"CRL","TDWG Level 4 code","native"
186,"FIJOO","TDWG Level 4 code","native"
186,"CRL","TDWG Level 4 code","native"
187,"JAP","TDWG Level 4 code","native"
187,"NNSOO","TDWG Level 4 code","native"
188,"MRNGU","TDWG Level 4 code","native"
188,"MRN","TDWG Level 4 code","native"
189,"MRNGU","TDWG Level 4 code","native"
189,"MRN","TDWG Level 4 code","native"
189,"CRL","TDWG Level 4 code","native"
190,"PHIOO","TDWG Level 4 code","native"
190,"NWGPN","TDWG Level 4 code","native"
191,"PHIOO","TDWG Level 4 code","native"
192,"FIJOO","TDWG Level 4 code","native"
193,"MRN","TDWG Level 4 code","native"
193,"MRNNM","TDWG Level 4 code","native"
194,"HAWHI","TDWG Level 4 code","native"
195,"HAWHI","TDWG Level 4 code","native"
196,"HAWHI","TDWG Level 4 code","native"
198,"HAWHI","TDWG Level 4 code","native"
199,"HAWHI","TDWG Level 4 code","native"
200,"PHIOO","TDWG Level 4 code","native"
201,"PHIOO","TDWG Level 4 code","native"
201,"NTAOO","TDWG Level 4 code","native"
201,"SULOO","TDWG Level 4 code","native"
202,"MRNGU","TDWG Level 4 code","native"
202,"NWCOO","TDWG Level 4 code","native"
202,"FIJOO","TDWG Level 4 code","native"
202,"NWGPN","TDWG Level 4 code","native"
202,"COOOO","TDWG Level 4 code","native"
202,"MOLOO","TDWG Level 4 code","native"
202,"THAOO","TDWG Level 4 code","native"
202,"CHHOO","TDWG Level 4 code","native"
202,"NNSOO","TDWG Level 4 code","native"
202,"SUL","TDWG Level 4 code","native"
202,"QLDQU","TDWG Level 4 code","native"
202,"INDOR","TDWG Level 4 code","native"
202,"CKIOO","TDWG Level 4 code","native"
202,"HAWHI","TDWG Level 4 code","native"
202,"MLYPM","TDWG Level 4 code","native"
202,"NTAOO","TDWG Level 4 code","native"
202,"CRLPA","TDWG Level 4 code","native"
202,"NWC","TDWG Level 4 code","native"
202,"TONOO","TDWG Level 4 code","native"
202,"TAIOO","TDWG Level 4 code","native"
202,"BORKA,JAWOO,LSIBA,LSILS,MOLOO,NWGIJ,SULOO,SUMOO","TDWG Level 4 code","native"
202,"MRN","TDWG Level 4 code","native"
202,"PHIOO","TDWG Level 4 code","native"
202,"MLYSI","TDWG Level 4 code","native"
202,"JAP","TDWG Level 4 code","native"
202,"CGS","TDWG Level 4 code","native"
202,"CRL","TDWG Level 4 code","native"
203,"FIJOO","TDWG Level 4 code","native"
204,"BOR","TDWG Level 4 code","native"
205,"PHIOO","TDWG Level 4 code","native"
208,"CHSMA","TDWG Level 4 code","native"
208,"LSILS","TDWG Level 4 code","native"
208,"HAW","TDWG Level 4 code","native"
208,"BOR","TDWG Level 4 code","native"
210,"BOR","TDWG Level 4 code","native"
211,"36","TDWG Level 4 code","native"
211,"INDKT","TDWG Level 4 code","native"
211,"NNSOO","TDWG Level 4 code","native"
211,"IND","TDWG Level 4 code","native"
211,"CHSHK","TDWG Level 4 code","native"
212,"PHIOO","TDWG Level 4 code","native"
213,"CHSHK","TDWG Level 4 code","native"
213,"FIJOO","TDWG Level 4 code","native"
213,"OGAOO","TDWG Level 4 code","native"
213,"JAPKY","TDWG Level 4 code","native"
213,"NNSOO","TDWG Level 4 code","native"
213,"CHC","TDWG Level 4 code","native"
213,"CHS","TDWG Level 4 code","native"
213,"TAIOO","TDWG Level 4 code","native"
213,"SAMWS","TDWG Level 4 code","native"
213,"PHIOO","TDWG Level 4 code","native"
213,"JAP","TDWG Level 4 code","native"
214,"ZAIOO","TDWG Level 4 code","native"
214,"MDGOO","TDWG Level 4 code","native"
214,"CHSHK","TDWG Level 4 code","native"
214,"MLY","TDWG Level 4 code","native"
214,"FIJOO","TDWG Level 4 code","native"
214,"50","TDWG Level 4 code","native"
214,"COOOO","TDWG Level 4 code","native"
214,"KENOO","TDWG Level 4 code","native"
214,"CGSOO","TDWG Level 4 code","native"
214,"JAPKY","TDWG Level 4 code","native"
214,"NSWNS","TDWG Level 4 code","native"
214,"UGAOO","TDWG Level 4 code","native"
214,"TANOO","TDWG Level 4 code","native"
214,"NNSOO","TDWG Level 4 code","native"
214,"QLDQU","TDWG Level 4 code","native"
214,"TUB","TDWG Level 4 code","native"
214,"VANOO","TDWG Level 4 code","native"
214,"YEM","TDWG Level 4 code","native"
214,"BISOO","TDWG Level 4 code","native"
214,"TUBOO","TDWG Level 4 code","native"
214,"CPPEC,CPPNC,CPPWC,NATOO,OFSOO,TVLGA,TVLMP,TVLNP,TVLNW","TDWG Level 4 code","native"
214,"MLYPM","TDWG Level 4 code","native"
214,"SCIOO","TDWG Level 4 code","native"
214,"CRLPA","TDWG Level 4 code","native"
214,"NWC","TDWG Level 4 code","native"
214,"TONOO","TDWG Level 4 code","native"
214,"BORKA,JAWOO,LSIBA,LSILS,MOLOO,NWGIJ,SULOO,SUMOO","TDWG Level 4 code","native"
