"AcceptedTaxonID","ParentSpeciesID","InfraSpeciesEpithet","InfraSpeciesAuthorString","InfraSpeciesMarker","GSDNameStatus","Sp2000NameStatus","IsExtinct","HasPreHolocene","HasModern","LifeZone","AdditionalData","LTSSpecialist","LTSDate","InfraSpeciesURL","GSDTaxonGUI","GSDNameGUI"
19436,19434,"azoropicoi","Remane & Asche, 1979",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=27539&page=explorer&db=flow",,
19437,19431,"azofa","Remane & Asche, 1979",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=27540&page=explorer&db=flow",,
19441,3348,"nigra","Muir, 1931",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=27543&page=explorer&db=flow",,
19489,1681,"var. fusca","(Metcalf, 1936)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=27594&page=explorer&db=flow",,
19494,662,"albidovariegata","Huang, 1991",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=27600&page=explorer&db=flow",,
19551,19550,"loginovae","Anufriev, 2004",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=27660&page=explorer&db=flow",,
19552,19550,"karakolica","Anufriev, 2004",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=27661&page=explorer&db=flow",,
20090,13848,"ferus","Fennah, 1964",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=28359&page=explorer&db=flow",,
20105,20104,"jugis","Fennah, 1964",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=28375&page=explorer&db=flow",,
20122,20121,"vicar","Asquith, 1995",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=28421&page=explorer&db=flow",,
20123,20121,"zwaluwenburgi","Beardsley, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=28422&page=explorer&db=flow",,
20140,10975,"f. hyalipennis","Matsumura, 1935",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=28461&page=explorer&db=flow",,
20162,18747,"farinosa","(Weber, 1801)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=28504&page=explorer&db=flow",,
20165,9851,"var. uniformis","Schumacher, 1915",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=28508&page=explorer&db=flow",,
