DatabaseFullName;DatabaseShortName;DatabaseVersion;ReleaseDate;AuthorsEditors;TaxonomicCoverage;GroupNameInEnglish;Abstract;Organisation;HomeURL;Coverage;Completeness;Confidence;LogoFileName;ContactPerson
Tingidae Database;;1;01/08/2013;Guilbet Eric;Animalia;;A database of all the species described in Tingidae family (Insecta: Heteroptera) with references, distribution and pictures.;MNHN;http://hemiptera-databases.com/tingidae/;Global;85;4;;
