"DatabaseFullName","DatabaseShortName","DatabaseVersion","ReleaseDate","AuthorsEditors","TaxonomicCoverage","GroupNameInEnglish","Abstract","Organisation","HomeURL","Coverage","Completeness","Confidence","LogoFileName","ContactPerson"
"CIPA: Computer Aided Identification of Phlebotomine sandflies of Americas","CIPA","3","03-16-2011","CIPA group","Animalia",,"CIPA includes information on 418 neotropical sandfly (Phlebotominae) species. These blood-sucking insects are important as vectors transmitting human and animal diseases, e.g. leishmaniasis, bartonellosis, arboviruses. In addition to the data contributed to the Catalogue of Life, CIPA also provides an interactive key and data on the ecology and epidemiology of the group. CIPA is an international project involving experts from 9 countries and was supported by the Program for Science & Technology Cooperation, Office of the Science Advisor, USA; Agency for International Development, and the Scientific & Technical Cooperation, Ministry of Foreign Affairs, France.","Université Pierre et Marie Curie, Paris, France","http://cipa.snv.jussieu.fr","Global",50,4,,
