TaxonomicCoverage#DatabaseShortName#DatabaseFullName#DatabaseVersion#ReleaseDate#HomeURL#SearchURL#LogoURL#StandardDataAbstract#Custodian#Editor(s)/Author(s)
Animalia#MBB#Moss Bug Base#1#09-28-2009#http://hemiptera.infosyslab.fr/cgi-bin/coleorrhyncha.pl#http://hemiptera.infosyslab.fr/cgi-bin/coleorrhyncha.pl#http://hemiptera.infosyslab.fr/explorerdocs/MBB_Logo_changing.gif#The MBB – Moss Bug Base is a taxonomic database of extant and fossil taxa of Coleorrhyncha. It contains information on taxonomy (accepted names and synonyms), nomenclature, bibliography and distribution as basis for further studies on these insects. It is intended to add information on host relationships for extant taxa and on stratigraphy for fossil taxa in future releases.#Burckhardt Daniel#Burckhardt Daniel
