"AcceptedTaxonID","ParentSpeciesID","InfraSpeciesEpithet","InfraSpeciesAuthorString","InfraSpeciesMarker","GSDNameStatus","Sp2000NameStatus","IsExtinct","HasPreHolocene","HasModern","LifeZone","AdditionalData","LTSSpecialist","LTSDate","InfraSpeciesURL","GSDTaxonGUI","GSDNameGUI"
646,163,"waloffi","Kathirithamby & Johnston, 2004",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Kathirithamby J.","15/01/2015",http://hemiptera.infosyslab.fr/cgi-bin/strepsiptera.pl?lang=en&card=name&id=738",,
647,163,"texensis","Kathirithamby & Johnston, 2004",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Kathirithamby J.","15/01/2015",http://hemiptera.infosyslab.fr/cgi-bin/strepsiptera.pl?lang=en&card=name&id=739",,
